Date,Adj_Close,Close,High,Low,Open,Volume,RSI,MA5,MA20,MACD,MACD_Signal,MACD_Hist,%K,%D
2024-05-09,9.54344081878662,10.0,10.0600004196167,9.960000038146973,10.020000457763672,200109700,,,,,,,,
2024-05-10,9.428918838500977,9.880000114440918,9.979999542236328,9.84000015258789,9.970000267028809,98943500,,,,,,,,
2024-05-13,9.409831047058104,9.859999656677246,9.9399995803833,9.829999923706056,9.90999984741211,58610770,,,,,,,,
2024-05-14,9.505267143249512,9.960000038146973,9.970000267028809,9.859999656677246,9.899999618530272,56858820,,,,,,,,
2024-05-15,9.514809608459473,9.970000267028809,10.029999732971191,9.960000038146973,9.979999542236328,49872610,,9.934000015258789,,,,,,
2024-05-16,9.581612586975098,10.039999961853027,10.09000015258789,10.020000457763672,10.029999732971191,63587030,,9.942000007629394,,,,,,
2024-05-17,9.54344081878662,10.0,10.039999961853027,9.949999809265137,10.039999961853027,47786700,,9.965999984741211,,,,,,
2024-05-20,9.552983283996582,10.010000228881836,10.039999961853027,9.9399995803833,10.010000228881836,39942940,,9.99600009918213,,,,,,
2024-05-21,9.552983283996582,10.010000228881836,10.039999961853027,9.970000267028809,10.020000457763672,26576010,,10.006000137329101,,,,,,
2024-05-22,9.67704963684082,10.140000343322754,10.140000343322754,10.039999961853027,10.050000190734863,41953960,,10.04000015258789,,,,,,
2024-05-23,9.734308242797852,10.199999809265137,10.239999771118164,10.109999656677246,10.149999618530272,38130270,,10.072000122070312,,,,,,
2024-05-24,9.734308242797852,10.199999809265137,10.220000267028809,10.109999656677246,10.130000114440918,41998390,,10.11200008392334,,,,,,
2024-05-27,9.953807830810549,10.43000030517578,10.529999732971191,10.31999969482422,10.31999969482422,62730930,,10.196000099182129,,,,,,
2024-05-28,10.020611763000488,10.5,10.529999732971191,10.4399995803833,10.489999771118164,48702660,,10.294000053405762,,,,,,
2024-05-29,10.001523971557615,10.479999542236328,10.539999961853027,10.449999809265137,10.510000228881836,47396510,77.2726681607546,10.361999893188477,,,,,,
2024-05-30,9.925176620483398,10.399999618530272,10.449999809265137,10.300000190734863,10.329999923706056,44209450,70.38212536734633,10.401999855041504,,,,,,
2024-05-31,9.839287757873535,10.3100004196167,10.470000267028809,10.3100004196167,10.449999809265137,53015380,63.519812883331774,10.423999977111816,,,,,,
2024-06-03,9.839287757873535,10.3100004196167,10.390000343322754,10.300000190734863,10.390000343322754,47076080,63.519812883331774,10.4,,,,,69.37498775438642,79.29751099867237
2024-06-04,9.829742431640623,10.300000190734863,10.34000015258789,10.25,10.300000190734863,45862900,62.731615035470256,10.360000038146973,,,,,62.6144613321496,70.44175336869894
2024-06-05,9.829742431640623,10.300000190734863,10.34000015258789,10.279999732971191,10.3100004196167,32612150,62.73161503547027,10.32400016784668,10.165000057220459,,,,60.555631496239876,64.18169352759196
2024-06-06,9.915634155273438,10.390000343322754,10.40999984741211,10.260000228881836,10.359999656677246,40923350,67.00504200786915,10.322000312805176,10.184500074386596,,,,65.00006887643463,62.723387234941356
2024-06-07,9.934721946716309,10.40999984741211,10.420000076293944,10.350000381469728,10.380000114440918,20688880,67.88626772123386,10.342000198364257,10.211000061035156,,,,70.73103107301239,65.42891048189561
2024-06-11,9.953807830810549,10.43000030517578,10.460000038146973,10.359999656677246,10.399999618530272,28446530,68.78415148398877,10.366000175476072,10.239500093460084,,,,76.73103276844675,70.82071090596457
2024-06-12,10.05878448486328,10.539999961853027,10.539999961853027,10.420000076293944,10.43000030517578,26222700,73.21911750385995,10.414000129699707,10.268500089645386,,,,85.06433961084369,77.5088011507676
2024-06-13,10.18285083770752,10.670000076293944,10.789999961853027,10.630000114440918,10.630000114440918,56493940,77.32014366457177,10.488000106811523,10.303500080108643,,,,86.7843448634477,82.85990574757936
2024-06-14,10.154220581054688,10.640000343322754,10.670000076293944,10.619999885559082,10.65999984741211,36497450,74.48550466388572,10.538000106811523,10.333500099182128,,,,84.85841894275627,85.5690344723492
2024-06-17,10.201936721801758,10.6899995803833,10.699999809265137,10.600000381469728,10.619999885559082,29394390,76.06074358595575,10.594000053405761,10.368000078201295,,,,78.68555545300268,83.4427730864022
2024-06-18,10.316457748413086,10.8100004196167,10.81999969482422,10.729999542236328,10.739999771118164,40584470,79.35514736776548,10.670000076293945,10.408000087738037,,,,83.98314689521816,82.50904043032568
2024-06-19,10.402349472045898,10.899999618530272,10.960000038146973,10.850000381469728,10.850000381469728,64457090,81.42026472529103,10.742000007629395,10.452500057220458,,,,90.425462303642,84.36472155062093
2024-06-20,10.39280605316162,10.890000343322754,10.920000076293944,10.869999885559082,10.920000076293944,42538300,80.45729433227747,10.786000061035157,10.49000005722046,,,,93.31195532094178,89.2401881732673
2024-06-21,10.335546493530272,10.829999923706056,10.869999885559082,10.789999961853027,10.84000015258789,40544440,74.74472575168039,10.823999977111816,10.521500062942504,,,,87.7934171402577,90.51027825494714
