Ex-Dividend Date,Dividend Per Unit
2018-11-22 00:00:00+08:00,1.55
2019-11-22 00:00:00+08:00,1.6
2020-11-20 00:00:00+08:00,1.7
2021-11-19 00:00:00+08:00,3.15
2022-09-19 00:00:00+08:00,1.45
2022-12-16 00:00:00+08:00,1.45
2023-03-17 00:00:00+08:00,0.68
2023-06-16 00:00:00+08:00,0.68
2023-09-18 00:00:00+08:00,0.84
2023-12-18 00:00:00+08:00,0.84
2024-03-18 00:00:00+08:00,0.88
2024-06-19 00:00:00+08:00,1.5
2024-09-18 00:00:00+08:00,1.5
2024-12-17 00:00:00+08:00,1.4
2025-03-21 00:00:00+08:00,1.4
