Ex-Dividend Date,Dividend Per Unit
2014-05-13 00:00:00+08:00,2.462
2016-05-04 00:00:00+08:00,2.439
2017-05-03 00:00:00+08:00,1.41
2018-05-03 00:00:00+08:00,1.72
2019-05-02 00:00:00+08:00,1.047
2020-04-22 00:00:00+08:00,1.927
2021-04-20 00:00:00+08:00,1.032
2022-04-20 00:00:00+08:00,10.19
2023-04-21 00:00:00+08:00,4.0
2024-04-18 00:00:00+08:00,6.43
2025-04-23 00:00:00+08:00,3.23
