Ex-Dividend Date,Dividend Per Unit
2023-02-01 00:00:00+08:00,0.27
2023-07-18 00:00:00+08:00,0.18
2023-10-19 00:00:00+08:00,0.17
2024-04-18 00:00:00+08:00,0.21
2024-07-16 00:00:00+08:00,0.37
2024-10-22 00:00:00+08:00,0.32
2025-04-18 00:00:00+08:00,0.05
