Ex-Dividend Date,Dividend Per Unit
2021-11-16 00:00:00+08:00,0.58
2022-07-18 00:00:00+08:00,0.219
2022-11-16 00:00:00+08:00,0.35
2023-07-18 00:00:00+08:00,0.281
2023-11-16 00:00:00+08:00,0.198
2024-07-16 00:00:00+08:00,0.145
2024-11-18 00:00:00+08:00,0.24
