Ex-Dividend Date,Dividend Per Unit
2023-10-19 00:00:00+08:00,0.57
2024-03-18 00:00:00+08:00,0.38
2024-10-17 00:00:00+08:00,1.0
2025-03-18 00:00:00+08:00,0.63
