Ex-Dividend Date,Dividend Per Unit
2019-05-02 00:00:00+08:00,0.4
2019-10-22 00:00:00+08:00,0.56
2020-10-21 00:00:00+08:00,0.358
2021-10-19 00:00:00+08:00,2.09
2022-04-20 00:00:00+08:00,0.238
2022-10-19 00:00:00+08:00,0.984
2023-04-21 00:00:00+08:00,0.114
2023-10-19 00:00:00+08:00,1.2
2024-04-18 00:00:00+08:00,5.153
2024-10-17 00:00:00+08:00,1.321
2025-04-23 00:00:00+08:00,0.073
