Ex-Dividend Date,Dividend Per Unit
2022-10-19 00:00:00+08:00,0.2
2023-01-17 00:00:00+08:00,0.2
2023-04-21 00:00:00+08:00,0.29
2023-07-18 00:00:00+08:00,0.18
2023-10-19 00:00:00+08:00,0.2
2024-01-17 00:00:00+08:00,0.24
2024-04-18 00:00:00+08:00,0.23
2024-07-16 00:00:00+08:00,0.25
2024-10-17 00:00:00+08:00,0.66
2025-01-17 00:00:00+08:00,0.39
2025-04-18 00:00:00+08:00,0.2
