Ex-Dividend Date,Dividend Per Unit
2024-07-16 00:00:00+08:00,0.33
2024-08-16 00:00:00+08:00,0.14
2024-09-18 00:00:00+08:00,0.142
2024-10-17 00:00:00+08:00,0.139
2024-11-18 00:00:00+08:00,0.115
2024-12-17 00:00:00+08:00,0.023
2025-01-17 00:00:00+08:00,0.026
2025-02-18 00:00:00+08:00,0.026
2025-03-18 00:00:00+08:00,0.026
2025-04-18 00:00:00+08:00,0.026
2025-05-19 00:00:00+08:00,0.026
