Ex-Dividend Date,Dividend Per Unit
2024-04-17 00:00:00+08:00,0.11
2024-05-16 00:00:00+08:00,0.16
2024-06-18 00:00:00+08:00,0.25
2024-07-15 00:00:00+08:00,0.16
2024-08-15 00:00:00+08:00,0.16
2024-09-16 00:00:00+08:00,0.08
2024-10-16 00:00:00+08:00,0.08
2024-11-15 00:00:00+08:00,0.05
2024-12-16 00:00:00+08:00,0.05
2025-01-16 00:00:00+08:00,0.05
2025-02-17 00:00:00+08:00,0.03
2025-03-17 00:00:00+08:00,0.03
2025-04-17 00:00:00+08:00,0.03
2025-05-16 00:00:00+08:00,0.03
