etf_id,date,dividend_per_unit,currency
00888.TWO,2021-10-19,0.432,TWD
00888.TWO,2022-01-18,0.039,TWD
00888.TWO,2022-04-20,0.031,TWD
00888.TWO,2022-07-18,0.168,TWD
00888.TWO,2022-10-19,0.208,TWD
00888.TWO,2023-01-30,0.208,TWD
00888.TWO,2023-04-21,0.208,TWD
00888.TWO,2023-07-18,0.208,TWD
00888.TWO,2023-10-19,0.208,TWD
00888.TWO,2024-01-17,0.208,TWD
00888.TWO,2024-04-22,0.188,TWD
00888.TWO,2024-07-23,0.133,TWD
00888.TWO,2024-07-26,0.133,TWD
00888.TWO,2024-10-24,0.188,TWD
00888.TWO,2025-01-22,0.22,TWD
00888.TWO,2025-04-23,0.22,TWD
