Ex-Dividend Date,Dividend Per Unit
2013-11-25 00:00:00+08:00,0.3
2014-11-25 00:00:00+08:00,0.25
2015-11-24 00:00:00+08:00,0.25
2016-11-23 00:00:00+08:00,0.25
2017-11-23 00:00:00+08:00,0.35
2018-11-22 00:00:00+08:00,0.3
2019-11-22 00:00:00+08:00,0.45
2020-11-20 00:00:00+08:00,0.38
2021-11-19 00:00:00+08:00,0.6
2022-11-16 00:00:00+08:00,0.62
2023-11-16 00:00:00+08:00,0.65
2024-11-18 00:00:00+08:00,0.75
